id,sequence,year,type,social_event,title,date,time,organization,subject1,subject2,keywords
S800,333,2005,Special Session,,"Inside Empire: Multilingualism, Literary Style, and Migrant Perspectives in the Gilded Age",28-DEC-05,7:15+8:30 p.m.,,,,
A086A,124,2005,Allied Organization,,"Power and the Grotesque in Pirandellian Narrative, Theater, and Film $cI$k",28-DEC-05,8:30+9:45 a.m.,,,,
A086B,776,2005,Allied Organization,,"Power and the Grotesque in Pirandellian Narrative, Theater, and Film $cII$k",30-DEC-05,1:45+3:00 p.m.,,,,
S162,602,2005,Special Session,,Canonical Revisions and World Literature,29-DEC-05,7:15+8:30 p.m.,,,,
S106,332,2005,Special Session,,Pastiches and Palimtexts: Source Texts in Contemporary Experimental Poetry,28-DEC-05,7:15+8:30 p.m.,,,,
S091,88,2005,Special Session,,Modernism and Celebrity,27-DEC-05,8:45+10:00 p.m.,,,,
S062,375,2005,Special Session,,Latin American Jewish Writing in the United States,29-DEC-05,8:30+9:45 a.m.,,,,
S058,123,2005,Special Session,,Representing 9/11,28-DEC-05,8:30+9:45 a.m.,,,,
S065,87,2005,Special Session,,"The Sound of Modernism: Avant-Garde Experiments with Radio, 1909+45",27-DEC-05,8:45+10:00 p.m.,,,,
S066,625,2005,Special Session,,New Angles on Graphic Narratives,29-DEC-05,9:00+10:15 p.m.,,,,
S076,601,2005,Special Session,,Fictional Entomologies,29-DEC-05,7:15+8:30 p.m.,,,,
S071,649,2005,Special Session,,"""Dancing about Architecture"": Creating Intermedia Theory",30-DEC-05,8:30+9:45 a.m.,,,,
S084,278,2005,Special Session,,New Approaches to Elegy,28-DEC-05,3:30+4:45 p.m.,,,,
S145,685,2005,Special Session,,Being in Narrative: The Historical Tradition of Caribbean Literature,30-DEC-05,10:15+11:30 a.m.,,,,
S158,86,2005,Special Session,,"Language and Human Rights: Rhetorical Acts, Material Consequences",27-DEC-05,8:45+10:00 p.m.,,,,
S108,160,2005,Special Session,,Alternative Modernist Salons,28-DEC-05,10:15+11:30 a.m.,,,,
A057B,731,2005,Allied Organization,,Galdós and War,30-DEC-05,12:00 noon+1:15 p.m.,International Association of Galdós Scholars,Spanish Literature,Eighteenth and Nineteenth Centuries,
A065A,523,2005,Allied Organization,,"D. H. Lawrence, the Poet",29-DEC-05,3:30+4:45 p.m.,D. H. Lawrence Society of North America,British Literature,Twentieth Century,
A065B,730,2005,Allied Organization,,D. H. Lawrence's Nonfiction Writing,30-DEC-05,12:00 noon+1:15 p.m.,D. H. Lawrence Society of North America,British Literature,Twentieth Century,
A068A,491,2005,Allied Organization,,Lyric Intertextuality,29-DEC-05,1:45+3:00 p.m.,Lyrica Society for Word-Music Relations,General Literature,"Literature and Other Arts, Humanities, Law, Psychology, Science, and Sociology",
A081A,103,2005,Allied Organization,,"History, Memory, and Heine",28-DEC-05,8:30+9:45 a.m.,North American Heine Society,German Literature,Nineteenth and Early Twentieth Centuries,
D052C,276,2005,Division or Discussion Group,,Publishing Early Modern Scholarship Today (and Tomorrow),28-DEC-05,3:30+4:45 p.m.,Sixteenth-Century French Literature,French Literature,Medieval and Renaissance,
A045A,453,2005,Allied Organization,,"A Reconsideration of Sand's Ideas about the ""Monde Champêtre""",29-DEC-05,12:00 noon+1:15 p.m.,George Sand Association,French Literature,Eighteenth and Nineteenth Centuries,
M007C,585,2005,MLA Organization,,"Literatures of Color, Elsewhere: Migrating across Disciplinary Boundaries",29-DEC-05,7:15+8:30 p.m.,Committee on the Literatures of People of Color in the United States and Canada,American Literature,General,
A083A,729,2005,Allied Organization,,Directing O'Neill,30-DEC-05,12:00 noon+1:15 p.m.,Eugene O'Neill Society,American Literature,Twentieth Century,
A093B,746,2005,Allied Organization,,The William Cycle,30-DEC-05,12:00 noon+1:15 p.m.,"Société Rencesvals, American-Canadian Branch",French Literature,Medieval and Renaissance,
A096A,584,2005,Allied Organization,,Three Midwestern Contemporaries,29-DEC-05,7:15+8:30 p.m.,Society for the Study of Midwestern Literature,American Literature,Twentieth Century,
A108A,17,2005,Allied Organization,,"Twenty-Five Years of the _William Carlos Williams Review_: Landmarks, Controversies, and Change",27-DEC-05,5:15+6:30 p.m.,William Carlos Williams Society,American Literature,Twentieth Century,
A108B,782,2005,Allied Organization,,Recent Trends in Williams Scholarship,30-DEC-05,1:45+3:00 p.m.,William Carlos Williams Society,American Literature,Twentieth Century,
A112A,163,2005,Allied Organization,,Intersections and Identities in Woolf Studies,28-DEC-05,10:15+11:30 a.m.,International Virginia Woolf Society,British Literature,Twentieth Century,
A119A,583,2005,Allied Organization,,Dickinson's Writing about the Natural World,29-DEC-05,7:15+8:30 p.m.,Emily Dickinson International Society,American Literature,Before 1900,
M025B,214A,2005,Forum,,Spin and Political Narrative,28-DEC-05,1:45+3:30 p.m.,Executive Council,The Profession,General,
D023A,222,2005,Division or Discussion Group,,_Troilus and Criseyde_,28-DEC-05,1:45+3:00 p.m.,Chaucer,British Literature,Old and Middle English,
D023C,582,2005,Division or Discussion Group,,Immoral Chaucer,29-DEC-05,7:15+8:30 p.m.,Chaucer,British Literature,Old and Middle English,
D098,490,2005,Division or Discussion Group,,The Sociolinguistics of Contemporary English,29-DEC-05,1:45+3:00 p.m.,General Linguistics,Linguistics,General,
A031B,781,2005,Allied Organization,,(M)Othering the Nation: Constructing and Resisting National Allegories through the Maternal Body,30-DEC-05,1:45+3:00 p.m.,College English Association,The Profession,English and American,
A031A,162,2005,Allied Organization,,Academic Style: Beyond the Faculty Handbook,28-DEC-05,10:15+11:30 a.m.,College English Association,The Profession,English and American,
A119B,780,2005,Allied Organization,,Unknown Treasures of the Evergreens: The Dickinson Family at Home,30-DEC-05,1:45+3:00 p.m.,Emily Dickinson International Society,American Literature,Before 1900,
D017A,16,2005,Division or Discussion Group,,American Neoclassicism,27-DEC-05,5:15+6:30 p.m.,American Literature to 1800,American Literature,Before 1900,
A074A,522,2005,Allied Organization,,Melville: The Aesthetic Turn,29-DEC-05,3:30+4:45 p.m.,Melville Society,American Literature,Before 1900,
A002A,779,2005,Allied Organization,,"Beyond the Canon: American Jewish Writers, Works, Themes",30-DEC-05,1:45+3:00 p.m.,American Association of Professors of Yiddish,Other Literatures,Jewish,
D021B,662,2005,Division or Discussion Group,,Anglo-Saxon Manuscript Culture and the Visual Imagination,30-DEC-05,8:30+9:45 a.m.,Old English Language and Literature,British Literature,Old and Middle English,
D076C,15,2005,Division or Discussion Group,,"Positively Seventh Street: Washington, DC, in African American Literature and Culture",27-DEC-05,5:15+6:30 p.m.,Black American Literature and Culture,American Literature,General/Black,
D017B,616,2005,Division or Discussion Group,,Secularity in Seventeenth-Century Print,29-DEC-05,9:00+10:15 p.m.,American Literature to 1800,American Literature,Before 1900,
D002B,489,2005,Division or Discussion Group,,Translating the Other Voice in Early Modern Europe: A Roundtable Discussion,29-DEC-05,1:45+3:00 p.m.,Comparative Studies in Renaissance and Baroque Literature,Comparative Literature,Medieval and Renaissance,
D030A,338,2005,Division or Discussion Group,,Writing Periodically: Theory,28-DEC-05,7:15+8:30 p.m.,the Victorian Period,British Literature,Nineteenth Century/Victorian,
D030B,77,2005,Division or Discussion Group,,Writing Periodically: Life Writing,27-DEC-05,8:45+10:00 p.m.,the Victorian Period,British Literature,Nineteenth Century/Victorian,
D030C,488,2005,Division or Discussion Group,,Writing Periodically: Poetry and Periodicals,29-DEC-05,1:45+3:00 p.m.,the Victorian Period,British Literature,Nineteenth Century/Victorian,
D079B,201,2005,Division or Discussion Group,,Being Other: States of Alterity in Contemporary Italian Literature and Film,28-DEC-05,12:00 noon+1:15 p.m.,,,,
D079C,452,2005,Division or Discussion Group,,Visions and Revisions: The Representation of Fascism in Contemporary Fiction,29-DEC-05,12:00 noon+1:15 p.m.,,,,
D084A,102,2005,Division or Discussion Group,,Humor in Chicana/o Popular Culture,28-DEC-05,8:30+9:45 a.m.,Chicana and Chicano Literature,American Literature,General/Hispanic and Chicano,
D084B,521,2005,Division or Discussion Group,,Chicana Authors Making Masculinities,29-DEC-05,3:30+4:45 p.m.,Chicana and Chicano Literature,American Literature,General/Hispanic and Chicano,
D087,275,2005,Division or Discussion Group,,Cloaks of Invisibility: The Status of Arthurian Studies,28-DEC-05,3:30+4:45 p.m.,Arthurian Literature,British Literature,Old and Middle English,
D094,128,2005,Division or Discussion Group,,Comparative Romance Linguistics,28-DEC-05,8:30+9:45 a.m.,Comparative Romance Linguistics,Linguistics,Foreign Languages,
D121,581,2005,Division or Discussion Group,,Telling of Place and Identity,29-DEC-05,7:15+8:30 p.m.,Scandinavian Languages and Literatures,Other Literatures,Scandinavian,
D028B,14,2005,Division or Discussion Group,,Travel Writing and Empire,27-DEC-05,5:15+6:30 p.m.,Late-Eighteenth-Century English Literature,British Literature,Late Eighteenth Century,
L001B,520,2005,American Literature Section,,Citizenship and the Study of United States Poetry,29-DEC-05,3:30+4:45 p.m.,,,,
D009B,229,2005,Division or Discussion Group,,Film after Brown v. Board of Education,28-DEC-05,1:45+3:00 p.m.,Film,General Literature,"Film, Television, and Other Media",
D045B,570,2005,Division or Discussion Group,,History of Prescriptivism $cII$k,29-DEC-05,7:15+8:30 p.m.,Language Change,Linguistics,General,
A041B,733,2005,Allied Organization,,"Dickens and Mobility: Moving Out, Moving Up",30-DEC-05,12:00 noon+1:15 p.m.,Dickens Society,British Literature,Nineteenth Century,
A007A,387,2005,Allied Organization,,Ireland and the Contemporary City,29-DEC-05,10:15+11:30 a.m.,American Conference for Irish Studies,Other Literature in English,Irish,
A007B,785,2005,Allied Organization,,Archival and Electronic Irish Studies,30-DEC-05,1:45+3:00 p.m.,American Conference for Irish Studies,Other Literature in English,Irish,
D032C,277,2005,Division or Discussion Group,,Public Utilities,28-DEC-05,3:30+4:45 p.m.,Twentieth-Century English Literature,British Literature,Twentieth Century,
D096,364,2005,Division or Discussion Group,,Disability and the Nation,29-DEC-05,8:30+9:45 a.m.,Disability Studies,General Literature,Literary Criticism and Theory,
A071B,732,2005,Allied Organization,,Critical Intellectuals and the War at Home,30-DEC-05,12:00 noon+1:15 p.m.,Marxist Literary Group,General Literature,Literary Criticism and Theory,
A019A,586,2005,Allied Organization,,Marginality and Surrealism in Modern Latin American Literature,29-DEC-05,7:15+8:30 p.m.,,,,
A030A,524,2005,Allied Organization,,Claudel's Theater and Poetry: Influence and Reception $cI$k,29-DEC-05,3:30+4:45 p.m.,Paul Claudel Society,French Literature,Twentieth Century,
A030B,784,2005,Allied Organization,,Claudel's Theater and Poetry: Influence and Reception $cII$k,30-DEC-05,1:45+3:00 p.m.,Paul Claudel Society,French Literature,Twentieth Century,
A033A,54,2005,Allied Organization,,"The 2005 CELJ Awards and ""Passing the Flame"": Journals in Editorial Transition",27-DEC-05,7:00+8:15 p.m.,Council of Editors of Learned Journals,The Profession,Publishing and Editing,
A033B,783,2005,Allied Organization,,What Editors Want: On Writing for Interdisciplinary Journals,30-DEC-05,1:45+3:00 p.m.,Council of Editors of Learned Journals,The Profession,Publishing and Editing,
A041A,143,2005,Allied Organization,,Dickens and Mobility: Technology and Travel,28-DEC-05,10:15+11:30 a.m.,Dickens Society,British Literature,Nineteenth Century,
A042B,53,2005,Allied Organization,,"John Donne and the Crises of His Times: Intellectual, Political, Religious",27-DEC-05,7:00+8:15 p.m.,John Donne Society,British Literature,Seventeenth Century,
A051,224,2005,Allied Organization,,Outside in the Archival Machine: Graduate Student Scholarship and the Archive,28-DEC-05,1:45+3:00 p.m.,Graduate Student Caucus,The Profession,General,
A056B,142,2005,Allied Organization,,Veinte años sin Borges,28-DEC-05,10:15+11:30 a.m.,Instituto Internacional de Literatura Iberoamericana,General Literature,Literary Criticism and Theory,
A057A,223,2005,Allied Organization,,Space and Place in the Works of Galdós,28-DEC-05,1:45+3:00 p.m.,International Association of Galdós Scholars,Spanish Literature,Eighteenth and Nineteenth Centuries,
S087,12,2005,Special Session,,Voice in Eighteenth-Century Poetry,27-DEC-05,5:15+6:30 p.m.,,,,
S704,11,2005,Special Session,,"Black Enlightenment, Black Atlantic",27-DEC-05,5:15+6:30 p.m.,,,,
S604,198,2005,Special Session,,Rethinking Lydia Huntley Sigourney: 1990+2005,28-DEC-05,12:00 noon+1:15 p.m.,,,,
S713,197,2005,Special Session,,"Recovering Catholic Women's Experience in Early Modern England: Cary, Clitherow, and Ward",28-DEC-05,12:00 noon+1:15 p.m.,,,,
S387,60,2005,Special Session,,How to Teach Prerevolutionary French Literature to Undergraduates and Why We Still Should,27-DEC-05,7:00+8:15 p.m.,,,,
S718,161,2005,Special Session,,"Women Editing, Women Being Edited: Gender and Nineteenth-Century United States Periodicals",28-DEC-05,10:15+11:30 a.m.,,,,
S610,335,2005,Special Session,,"Hester Pulter, English Civil War Poet and Romance Writer",28-DEC-05,7:15+8:30 p.m.,,,,
S305,517,2005,Special Session,,Rereading Marie Chauvet,29-DEC-05,3:30+4:45 p.m.,,,,
S638,691,2005,Special Session,,David Mamet on Stage and Film,30-DEC-05,10:15+11:30 a.m.,,,,
S801,690,2005,Special Session,,"Travel Writing, 1700+1830: A Roundtable",30-DEC-05,10:15+11:30 a.m.,,,,
S083,516,2005,Special Session,,Taking It Digital: Teaching Literature in the Twenty-First Century,29-DEC-05,3:30+4:45 p.m.,,,,
S722,485,2005,Special Session,,"Redface, Blackface: Women and Race Performance",29-DEC-05,1:45+3:00 p.m.,,,,
S309,651,2005,Special Session,,Slavoj Zizek and Early Modern English Literature,30-DEC-05,8:30+9:45 a.m.,,,,
S307,49,2005,Special Session,,Approaches to Jacques Rancière's Aesthetic Revolution,27-DEC-05,7:00+8:15 p.m.,,,,
E004,553,2005,Social Event,,Black Poetics for the Twenty-First Century,29-DEC-05,5:15+6:30 p.m.,,,,
S383,613,2005,Special Session,,"The Red Army Faction in German Literature, Art, and Film",29-DEC-05,9:00+10:15 p.m.,,,,
S728,568,2005,Special Session,,Public Opinion and Politics in Seventeenth-Century England,29-DEC-05,7:15+8:30 p.m.,,,,
S734,658,2005,Special Session,,New Routes in Middle Passage Literatures,30-DEC-05,8:30+9:45 a.m.,,,,
S629,612,2005,Special Session,,Kazuo Ishiguro and the Twentieth Century,29-DEC-05,9:00+10:15 p.m.,,,,
S385,656,2005,Special Session,,"Open Hostilities: War, Memory, and Recall in Contemporary Spain",30-DEC-05,8:30+9:45 a.m.,,,,
S310,693,2005,Special Session,,Else Lasker-Schüler: From the Heart,30-DEC-05,10:15+11:30 a.m.,,,,
D049D,552,2005,Division or Discussion Group,Y,Cash Bar Arranged by the Division on the Teaching of Writing and the Division on the History and Theory of Rhetoric and Composition,29-DEC-05,5:15+6:30 p.m.,the Teaching of Writing,The Teaching of Language and Literature,English and American/Writing,
D024B,386,2005,Division or Discussion Group,,Pseudonymity and Anonymity,29-DEC-05,10:15+11:30 a.m.,"Literature of the English Renaissance, Excluding Shakespeare",British Literature,Renaissance and Elizabethan,
A109C,289,2005,Allied Organization,Y,Cash Bar Arranged by Women in French,28-DEC-05,5:00 p.m.,Women in French,French Literature,General,
E010,551,2005,Social Event,Y,Cash Bar Arranged by the University of Virginia Department of English,29-DEC-05,5:15+6:30 p.m.,,,,
E011,302,2005,Social Event,Y,Cash Bar Arranged by the Penn State University Department of English,28-DEC-05,5:15+6:30 p.m.,,,,
E012,301,2005,Social Event,Y,Cash Bar Arranged by the Rutgers University English Department,28-DEC-05,5:15+6:30 p.m.,,,,
